sequence.sequenceID,alignment.name,alignment.displayName,sequence.m49_country.id,sequence.m49_country.display_name,sequence.gb_place_sampled,sequence.collection_year,sequence.earliest_collection_year,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,,sequence.isolate,,,
AB563842,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-010,,,
AB563843,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Zambales",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-011,,,
AB563844,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Tarlac",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-013,,,
AB563845,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-014,,,
AB563846,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Zambales",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-016,,,
AB563847,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Zambales",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-018,,,
AB563848,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-019,,,
AB563849,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-020,,,
AB563850,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Nueva Ecija",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-021,,,
AB563851,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-022,,,
AB563852,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-024,,,
AB563853,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-025,,,
AB563854,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-026,,,
AB563855,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-027,,,
AB563856,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-028,,,
AB563857,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-030,,,
AB563858,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region5, Albay",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R5.PHL/2008/TRa-031,,,
AB563859,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region5, Albay",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R5.PHL/2008/TRa-032,,,
AB563860,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region5, Albay",2008,2008,2008,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R5.PHL/2008/TRa-034,,,
AB563861,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region5, Camarines Sur",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R5.PHL/2008/TRa-036,,,
AB563862,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region5, Camarines Sur",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R5.PHL/2008/TRa-037,,,
AB563863,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-038,,,
AB563864,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Zambales",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-040,,,
AB563865,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Tarlac",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-041,,,
AB563866,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region 3, Pampanga",2008,2008,2008,710,3-Apr-13,29-May-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-045,,,
AB563867,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Zambales",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-047,,,
AB563868,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Zambales",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-048,,,
AB563869,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-049,,,
AB563870,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-051,,,
AB563871,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-052,,,
AB563872,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-053,,,
AB563873,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Lanao del Norte",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-054,,,
AB563874,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-055,,,
AB563875,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-056,,,
AB563876,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-057,,,
AB563877,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region 10, Misamis Oriental",2008,2008,2008,769,3-Apr-13,29-May-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-058,,,
AB563878,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-059,,,
AB563879,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-060,,,
AB563880,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-061,,,
AB563881,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Nueva Ecija",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-062,,,
AB563882,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Nueva Ecija",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-063,,,
AB563883,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-064,,,
AB563884,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Nueva Ecija",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-065,,,
AB563885,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-066,,,
AB563886,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region5, Albay",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R5.PHL/2008/TRa-067,,,
AB563887,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region5, Camarines Sur",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R5.PHL/2008/TRa-071,,,
AB563888,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region5, Albay",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R5.PHL/2008/TRa-072,,,
AB563889,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region5, Sorsogon",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R5.PHL/2008/TRa-073,,,
AB563890,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-074,,,
AB563891,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-075,,,
AB563892,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-076,,,
AB563893,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-077,,,
AB563894,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-078,,,
AB563895,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-079,,,
AB563896,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-080,,,
AB563897,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region 7, Cebu",2008,2008,2008,803,3-Apr-13,29-May-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-081,,,
AB563898,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region 7, Cebu",2008,2008,2008,789,3-Apr-13,29-May-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-082,,,
AB563899,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region 7, Negros Oriental",2008,2008,2008,769,3-Apr-13,29-May-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-083,,,
AB563900,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Negros Oriental",2008,2008,2008,1575,3-Apr-13,25-Jun-13,unknown,23593515,,RV/R7.PHL/2008/TRa-085,,,
AB563901,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-086,,,
AB563902,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-087,,,
AB563903,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-088,,,
AB563904,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Nueva Ecija",2008,2008,2008,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-089,,,
AB563905,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-090,,,
AB563906,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-091,,,
AB563907,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-092,,,
AB563908,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-093,,,
AB563909,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region1, Pangasinan",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R1.PHL/2008/TRa-094,,,
AB563910,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Nueva Ecija",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-095,,,
AB563911,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2008,2008,2008,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-096,,,
AB563912,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2008,2008,2008,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-097,,,
AB563913,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2008,2008,2008,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-098,,,
AB563914,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2008,2008,2008,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-099,,,
AB563915,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, cebu",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-100,,,
AB563916,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-101,,,
AB563917,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-102,,,
AB563918,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2008/TRa-103,,,
AB563919,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2008,2008,2008,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-104,,,
AB563920,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2008,2008,2008,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-107,,,
AB563921,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2008/TRa-108,,,
AB563922,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2009/TRa-109,,,
AB563923,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region10, Misamis Oriental",2009,2009,2009,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R10.PHL/2009/TRa-110,,,
AB563924,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-111,,,
AB563925,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-112,,,
AB563926,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Zambales",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2009/TRa-113,,,
AB563927,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Zambales",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2009/TRa-114,,,
AB563928,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2009/TRa-115,,,
AB563929,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Zambales",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2009/TRa-116,,,
AB563930,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2009/TRa-117,,,
AB563931,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2009,2009,2009,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2009/TRa-118,,,
AB563932,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region 3, Zambales",2008,2008,2008,743,3-Apr-13,29-May-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2008/TRa-119,,,
AB563933,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region5, Catanduanes",2008,2008,2008,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R5.PHL/2008/TRa-120,,,
AB563934,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region5, Camarines Sur",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R5.PHL/2008/TRa-121,,,
AB563935,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region 5, Albay",2008,2008,2008,786,3-Apr-13,29-May-13,Canis lupus familiaris,23593515,,RV/R5.PHL/2008/TRa-122,,,
AB563936,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region5, Catanduanes",2008,2008,2008,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R5.PHL/2008/TRa-123,,,
AB563937,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2009/TRa-127,,,
AB563938,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Nueva Ecija",2009,2009,2009,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2009/TRa-128,,,
AB563939,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2009/TRa-129,,,
AB563940,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2009/TRa-130,,,
AB563941,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region 3, Pampanga",2009,2009,2009,805,3-Apr-13,29-May-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2009/TRa-131,,,
AB563942,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2009/TRa-133,,,
AB563943,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Nueva Ecija",2009,2009,2009,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2009/TRa-134,,,
AB563944,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Pampanga",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2009/TRa-135,,,
AB563945,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region3, Nueva Ecija",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R3.PHL/2009/TRa-136,,,
AB563946,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region2, Cagayan",2009,2009,2009,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R2.PHL/2009/TRa-142,,,
AB563947,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Negros Oriental",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2009/TRa-143,,,
AB563948,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Negros Oriental",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2009/TRa-144,,,
AB563949,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Negros Oriental",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2009/TRa-145,,,
AB563950,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Negros Oriental",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2009/TRa-147,,,
AB563951,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region1, Pangasinan",2009,2009,2009,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R1.PHL/2009/TRa-150,,,
AB563952,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region1, Pangasinan",2009,2009,2009,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R1.PHL/2009/TRa-151,,,
AB563953,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region1, Pangasinan",2009,2009,2009,1575,3-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,,RV/R1.PHL/2009/TRa-153,,,
AB563954,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region1, Pangasinan",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R1.PHL/2009/TRa-154,,,
AB563955,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region1, Pangasinan",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R1.PHL/2009/TRa-157,,,
AB563956,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region1, Pangasinan",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R1.PHL/2009/TRa-159,,,
AB563957,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region1, Pangasinan",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R1.PHL/2009/TRa-161,,,
AB563958,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Negros Oriental",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2009/TRa-164,,,
AB563959,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Negros Oriental",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2009/TRa-165,,,
AB563960,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2009/TRa-166,,,
AB563961,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2009/TRa-167,,,
AB563962,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2009/TRa-168,,,
AB563963,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2009/TRa-170,,,
AB563964,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2009/TRa-172,,,
AB563965,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region7, Cebu",2009,2009,2009,1575,3-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,,RV/R7.PHL/2009/TRa-173,,,
